obra,obraId,codigoEvweb,descripcion,param1,param2
FEDERACION PATRONAL ART,228,5776,Fisura anal,14190,90
FEDERACION PATRONAL ART,228,5859,"Hipertelorismo, fisura facial media",14262,98
FEDERACION PATRONAL ART,228,5939,"Laringotomia mediana, laringofisura, como unica operacion",14309,92
FEDERACION PATRONAL ART,228,5777,"Fisura congenita del esqueleto facial (Treacher Collins, etc.)",14996,95
FEDERACION PATRONAL ART,228,5778,Flebectomia segmentaria / varices residuales como unica operacion,14191,91
FEDERACION PATRONAL ART,228,6448,Safenectomia interna unilateral con flebectomia segmentaria o de varices residuales,14663,93
FEDERACION PATRONAL ART,228,6591,Tratamiento con laser mas flebectomia segmentaria,14759,94
FEDERACION PATRONAL ART,228,5779,Flebografia de miembros,14192,90
FEDERACION PATRONAL ART,228,5780,Flemon de mano,14193,90
FEDERACION PATRONAL ART,228,5781,Flemon de pared,15360,89
FEDERACION PATRONAL ART,228,5782,Fondo de ojo,14194,89
FEDERACION PATRONAL ART,228,5783,Formacion de vagina artificial,14196,95
FEDERACION PATRONAL ART,228,6128,Operaciones plasticas de malformaciones  congenitas ano-rectales con 1 o 2 equipos,14433,95
FEDERACION PATRONAL ART,228,6130,Oreja en asa y otras malformaciones,15098,91
FEDERACION PATRONAL ART,228,5785,Fractura bi-maleolar de tobillo (osteosintesis de tibia y perone por distintas vias),14198,93
FEDERACION PATRONAL ART,228,5789,Fractura del peñasco (tratamiento quirurgico),14199,94
FEDERACION PATRONAL ART,228,5966,Limpieza quirurgica de fractura expuesta (no de femur),14334,91
FEDERACION PATRONAL ART,228,5967,Limpieza quirurgica de fractura expuesta de femur,14335,92
FEDERACION PATRONAL ART,228,5968,Limpieza quirurgica de fractura expuesta de miembro superior,14338,91
FEDERACION PATRONAL ART,228,6147,Osteosintesis de fractura de pelvis,14446,94
FEDERACION PATRONAL ART,228,6148,Osteosintesis de fractura de platillo tibial,14448,93
FEDERACION PATRONAL ART,228,6327,Reduccion de fractura o luxacion de coccix,14574,93
FEDERACION PATRONAL ART,228,6332,Reduccion quirurgica / osteosintesis de fractura de maxilar superior e inferior,14577,93
FEDERACION PATRONAL ART,228,6333,Reduccion quirurgica / osteosintesis de fracturas en general,14578,92
FEDERACION PATRONAL ART,228,5786,Fractura compleja de maxilares y huesos de la cara,14998,94
FEDERACION PATRONAL ART,228,5787,Fractura compleja de orbita/ reduccion/ osteosintesis y/o injerto,14999,93
FEDERACION PATRONAL ART,228,5788,Fractura de orbita y/o malar,15000,93
FEDERACION PATRONAL ART,228,5790,"Fractura nasal asociada (naso-orbitaria, etc.)",15001,92
FEDERACION PATRONAL ART,228,5791,Fractura simple,15002,90
FEDERACION PATRONAL ART,228,5792,"Fractura simple de orbita, reduccion y osteosintesis",15003,91
FEDERACION PATRONAL ART,228,6326,Reduccion de fractura nasal,15228,90
FEDERACION PATRONAL ART,228,7591,Osteosintesis fracturas costales,15363,93
FEDERACION PATRONAL ART,228,8114,Reduccion incruenta de fracturas,15436,90
FEDERACION PATRONAL ART,228,6137,"Osteosintesis (reduccion quirurgica) de fractura: carpo, tarso, humero, cubito, radio, clavicula, costilla, externon, rotula, etc.",15438,92
FEDERACION PATRONAL ART,228,5793,Fractura supracondilea de codo,15465,92
FEDERACION PATRONAL ART,228,6322,Reduccion cruenta de fractura de pelvis,15482,93
FEDERACION PATRONAL ART,228,5794,Frenulotomia,15405,89
FEDERACION PATRONAL ART,228,5795,Fulguracion corneal con o sin raspado,14200,89
FEDERACION PATRONAL ART,228,5796,Fulguracion de neo de recto,14201,91
FEDERACION PATRONAL ART,228,5798,Gastrectomia subtotal,15316,94
FEDERACION PATRONAL ART,228,5800,Gastrectomia total por toraco-laparotomia,15317,95
FEDERACION PATRONAL ART,228,5797,Gastrectomia por videolaparoscopia,15318,95
FEDERACION PATRONAL ART,228,5802,Gastroquisis (tratamiento quirurgico),14204,95
FEDERACION PATRONAL ART,228,6604,Tratamiento quirurgico de la gastroquisis,14768,95
FEDERACION PATRONAL ART,228,5803,Gastrorrafia / herida o traumatismo estomago,14205,92
FEDERACION PATRONAL ART,228,5807,Gastrostomia por via endoscopica,14207,91
FEDERACION PATRONAL ART,228,5806,Gastrostomia percutanea,15312,91
FEDERACION PATRONAL ART,228,5809,Ginecomastia unilateral / mama supernumeraria,14209,92
FEDERACION PATRONAL ART,228,5810,Gingivectomia parcial por tumores,14210,91
FEDERACION PATRONAL ART,228,5811,Gingivectomia total ampliada,14211,92
FEDERACION PATRONAL ART,228,6112,Operacion comando de lengua (glosectomia total),14417,95
FEDERACION PATRONAL ART,228,5812,Glosectomia subtotal,15503,93
FEDERACION PATRONAL ART,228,5813,Glosoplastia,14212,90
FEDERACION PATRONAL ART,228,5815,Gonioscopia,14213,89
FEDERACION PATRONAL ART,228,5818,Granuloma de traquea,14215,91
FEDERACION PATRONAL ART,228,5817,"Grandes quemados, injertos",15005,93
FEDERACION PATRONAL ART,228,5819,Hallux valgus completo unilateral,14217,91
FEDERACION PATRONAL ART,228,5820,Hematoma retroperitoneal,14218,92
FEDERACION PATRONAL ART,228,6628,Tumor de pared (hematoma supra-infra aponeurotico),14789,91
FEDERACION PATRONAL ART,228,5822,Hemi-paratiroidectomia,14220,92
FEDERACION PATRONAL ART,228,5825,Hemihepatectomia,14224,95
FEDERACION PATRONAL ART,228,5826,Hemitiroidectomia,14225,92
FEDERACION PATRONAL ART,228,6024,Microsomia hemifacial / osteotomias e injertos oseos en mandibula,15052,93
FEDERACION PATRONAL ART,228,6597,Tratamiento endoscopico de la hemorragia digestiva,14765,91
FEDERACION PATRONAL ART,228,5828,Hemorroidectomia,14227,91
FEDERACION PATRONAL ART,228,5829,Hepatectomia lobar derecha o izquierda,14228,95
FEDERACION PATRONAL ART,228,5830,Herida de pared abdominal de mas de 20 cm,14229,90
FEDERACION PATRONAL ART,228,5831,Herida de parpado,14230,90
FEDERACION PATRONAL ART,228,5832,Herida de via lagrimal,14231,92
FEDERACION PATRONAL ART,228,5833,Herida hasta aponeurosis de menos de 20 cm,14232,89
FEDERACION PATRONAL ART,228,5834,Herida penetrante de ojo,14233,92
FEDERACION PATRONAL ART,228,5835,Herida traumatica de higado,14234,93
FEDERACION PATRONAL ART,228,6495,Sutura de herida de cornea con prolapso de iris y o herida de cristalino,14703,92
FEDERACION PATRONAL ART,228,6496,Sutura de herida simple de higado,14704,91
FEDERACION PATRONAL ART,228,5836,Heridas complejas de labio,15006,91
FEDERACION PATRONAL ART,228,6504,Sutura simple de herida (menos de 5 cm) en cabeza y/o cuello,15173,90
FEDERACION PATRONAL ART,228,6553,"Toillete quirurgico de herida, con o sin debridamiento",15189,90
FEDERACION PATRONAL ART,228,6503,Sutura simple de herida (menos de 10 cm); excepto en cabeza y cuello,15202,89
FEDERACION PATRONAL ART,228,6502,Sutura simple de herida (mas de 10 cm); excepto en cabeza y cuello,15221,90
FEDERACION PATRONAL ART,228,5837,Hernia atascada,14235,92
FEDERACION PATRONAL ART,228,5838,Hernia de disco cervical (via anterior),14236,94
FEDERACION PATRONAL ART,228,5839,Hernia de disco cervical un espacio (via posterior),14237,94
FEDERACION PATRONAL ART,228,5840,Hernia de disco dorsal o lumbar,14238,93
FEDERACION PATRONAL ART,228,5841,Hernia de disco dorso-lumbar multiple,14239,94
FEDERACION PATRONAL ART,228,5842,Hernia de hiato a cielo abierto,14240,92
FEDERACION PATRONAL ART,228,5843,Hernia diafragmatica congenita,14241,107
FEDERACION PATRONAL ART,228,5844,Hernia diafragmatica por via abdominal,14242,94
FEDERACION PATRONAL ART,228,5845,Hernia diafragmatica por via toracica,14243,94
FEDERACION PATRONAL ART,228,5846,Hernia diafragmatica por via toraco-abdominal,14246,95
FEDERACION PATRONAL ART,228,5847,Hernia diafragmatica por video-toracoscopia,14247,95
FEDERACION PATRONAL ART,228,5848,Hernia estrangulada,14251,91
FEDERACION PATRONAL ART,228,5849,Hernia estrangulada con reseccion intestinal,14252,93
FEDERACION PATRONAL ART,228,5853,Hernia recidivada,14255,91
FEDERACION PATRONAL ART,228,5854,"Hernia umbilical, inguinal, crural o epigastrica",14256,91
FEDERACION PATRONAL ART,228,8119,Hernia inguinal bilateral,15294,92
FEDERACION PATRONAL ART,228,5852,Hernia inguinal por videolaparoscopia,15349,93
FEDERACION PATRONAL ART,228,6364,Reparacion de hernia muscular,15455,91
FEDERACION PATRONAL ART,228,5855,Hidrocele,14257,90
FEDERACION PATRONAL ART,228,6653,Varicocele o hidrocele por videolaparoscopia,14806,91
FEDERACION PATRONAL ART,228,5856,Himenectomia,14258,90
FEDERACION PATRONAL ART,228,5857,Hipema,14259,91
FEDERACION PATRONAL ART,228,5858,Hiperhidrosis selectiva por video-toracoscopia,14260,95
FEDERACION PATRONAL ART,228,6469,Simpatectomia lumbar o toracica por video-toracoscopia (hiperhidrosis selectiva por toracoscopia),14682,95
FEDERACION PATRONAL ART,228,5860,Hipertrofia del piloro por via laparoscopica,14263,93
FEDERACION PATRONAL ART,228,5861,Hipertrofia del piloro-piloromiotomia,14264,92
FEDERACION PATRONAL ART,228,5862,Hipofisectomia transepto-esfenoidal,14265,98
FEDERACION PATRONAL ART,228,5863,Hipospadia / epispadia (cada tiempo),15007,93
FEDERACION PATRONAL ART,228,8109,Hipospadia / epispadia / plastica de pene,15410,93
FEDERACION PATRONAL ART,228,5864,Hipotermia controlada: 1ras 24 hs o fraccion,15008,90
FEDERACION PATRONAL ART,228,5865,Hipotermia controlada: c/24 hs 0 fraccion siguiente,15009,89
FEDERACION PATRONAL ART,228,5866,Histerectomia con o sin anexectomia,14266,93
FEDERACION PATRONAL ART,228,5867,Histerectomia con o sin anexectomia por video-laparoscopia,14267,94
FEDERACION PATRONAL ART,228,5868,Histerectomia con o sin anexectomia por videolaparoscopia,14268,94
FEDERACION PATRONAL ART,228,6123,Operacion de Wertheim-Meigs (colpo-anexo-histerectomia total ampliada),14428,95
FEDERACION PATRONAL ART,228,5869,Histerectomia fundica,15396,91
FEDERACION PATRONAL ART,228,5871,Histeroscopia por video diagnostica,14271,90
FEDERACION PATRONAL ART,228,5872,"Histeroscopia por video terapeutica (miomectomia, polipectomia, etc)",14272,91
FEDERACION PATRONAL ART,228,7600,"Histeroscopia por video para tratamiento de fertilidad, ICSI",15397,93
FEDERACION PATRONAL ART,228,5873,Huevo muerto y retenido / legrado,14274,90
FEDERACION PATRONAL ART,228,5874,Ileostomia,14275,91
FEDERACION PATRONAL ART,228,5098,Ano imperforado con recto alto,13702,93
FEDERACION PATRONAL ART,228,5099,Ano imperforado con recto bajo,13703,92
FEDERACION PATRONAL ART,228,5875,Implantacion de circulacion asistida,15550,92
FEDERACION PATRONAL ART,228,5877,Implante coclear,14276,95
FEDERACION PATRONAL ART,228,5880,Implante de celulas B,14277,95
FEDERACION PATRONAL ART,228,5889,Implante secundario de lente intraocular,14280,93
FEDERACION PATRONAL ART,228,6348,Reimplante de miembro inferior,14592,95
FEDERACION PATRONAL ART,228,6349,Reimplante de miembro superior,14593,98
FEDERACION PATRONAL ART,228,6353,Reimplante ureteral bilateral con afinamiento,14596,94
FEDERACION PATRONAL ART,228,6354,Reimplante ureteral bilateral por videolaparoscopia,14597,95
FEDERACION PATRONAL ART,228,6355,Reimplante ureteral unilateral,14599,92
FEDERACION PATRONAL ART,228,6356,Reimplante ureteral unilateral con afinamiento,14600,93
FEDERACION PATRONAL ART,228,6357,Reimplante ureteral unilateral por videolaparoscopia,14601,94
FEDERACION PATRONAL ART,228,6424,Retinopexia con o sin esclerectomia e implante,14645,94
FEDERACION PATRONAL ART,228,5876,Implante capilar,15010,95
FEDERACION PATRONAL ART,228,5878,Implante de cateter tunelizado definitivo con bomba subcutanea,15011,94
FEDERACION PATRONAL ART,228,5882,Implante de estimulador medular definitivo,15012,98
FEDERACION PATRONAL ART,228,5885,Implante intraorbitario (melanoma de retina),15013,90
FEDERACION PATRONAL ART,228,5888,Implante mamario mas pexia,15015,94
FEDERACION PATRONAL ART,228,5886,Implante mamario,15261,93
FEDERACION PATRONAL ART,228,5890,Implantes gluteos,15262,93
FEDERACION PATRONAL ART,228,5883,Implante de estimulador medular transitorio,15280,95
FEDERACION PATRONAL ART,228,5901,Inclusion de semillas radioactivas en perine,14289,92
FEDERACION PATRONAL ART,228,7790,Infiltracion de toxina botulinica en Trigger-Points (hasta 3),69287,91
FEDERACION PATRONAL ART,228,7791,Infiltracion de toxina botulinica en Trigger-Points (mas de 3),69288,92
FEDERACION PATRONAL ART,228,7792,Infiltracion trigger points (hasta 4),69289,90
FEDERACION PATRONAL ART,228,8537,Infiltracion de toxina botulinica en Trigger point ( mas de 3 ),69387,93
FEDERACION PATRONAL ART,228,5908,Infiltracion toxina botulinica puntos gatillos (hasta 5 ),15019,90
FEDERACION PATRONAL ART,228,5909,Infiltracion toxina botulinica puntos gatillos (mas de 5 ),15020,91
FEDERACION PATRONAL ART,228,5906,"Infiltracion contic, AL, Aines etc en puntos gatillos (hasta 5)",15210,89
FEDERACION PATRONAL ART,228,5907,"Infiltracion contic, AL, Aines etc en puntos gatillos (mas de 5)",15217,90
FEDERACION PATRONAL ART,228,7587,Re inflado de balon intragastrico,15343,92
FEDERACION PATRONAL ART,228,6716,Obtencion de Injerto Oseo y Tendinoso,60867,92
FEDERACION PATRONAL ART,228,6717,Uso de Injerto Oseo y/o Tendon,60868,91
FEDERACION PATRONAL ART,228,5910,Injerto de cornea,14290,94
FEDERACION PATRONAL ART,228,5911,Injerto de esclera,14291,92
FEDERACION PATRONAL ART,228,6097,Neurorrafia con o sin injerto de un solo nervio,14405,92
FEDERACION PATRONAL ART,228,6103,Obtencion de injerto simple de hueso,14409,90
FEDERACION PATRONAL ART,228,6217,Plastica de uretra con injerto de mucosa yugal o lingual,14510,94
FEDERACION PATRONAL ART,228,6221,Plastica o injerto del tendon de aquiles o rotuliano,14513,92
FEDERACION PATRONAL ART,228,6245,Protesis peneana con o sin injerto,14533,95
FEDERACION PATRONAL ART,228,6369,"Reparacion plastica de la orbita, con o sin injerto de piel",14611,92
FEDERACION PATRONAL ART,228,6408,Reseccion diafisiaria con protesis y/o injerto de sustitucion,14632,93
FEDERACION PATRONAL ART,228,5912,Injerto de piel,15021,90
FEDERACION PATRONAL ART,228,5913,Injerto libre de ceja,15022,90
FEDERACION PATRONAL ART,228,6121,Operacion de Ross (reemplazo valvular aortico con auto-injerto con valvula pulmonar),15097,96
FEDERACION PATRONAL ART,228,6317,Reconstruccion total de orbita con injerto por tumores esfeno-orbitarios o anoftalmia congenita,15140,94
FEDERACION PATRONAL ART,228,6439,"Rinoplastia compleja con o sin injerto, no estetica",15164,91
FEDERACION PATRONAL ART,228,8117,Neurorrafia con o sin injerto de nervio (cada uno),15451,92
FEDERACION PATRONAL ART,228,5917,Insuficiencia mitral con CIV post-infarto,15025,98
FEDERACION PATRONAL ART,228,5918,Interconsulta anestesiologica,15026,89
FEDERACION PATRONAL ART,228,8104,Interconsulta para tratamiento del dolor,15203,89
FEDERACION PATRONAL ART,228,5919,Intervenciones en nervios opticos,14295,95
FEDERACION PATRONAL ART,228,5920,Intervenciones estereotaxicas (inicio en TAC y que continuan en quirofano),14296,95
FEDERACION PATRONAL ART,228,5921,Intubacion con fibroscopia (bronco-fibroscopio),14297,90
FEDERACION PATRONAL ART,228,5922,Intubacion laringotraqueal (como unico procedimiento) fuera del acto anestesico,15504,89
FEDERACION PATRONAL ART,228,5924,Inyeccion de sustancias retro-bulbares,14298,91
FEDERACION PATRONAL ART,228,5926,Inyeccion para-vertebral de troncos y ganglios simpaticos,14299,90
FEDERACION PATRONAL ART,228,5927,Inyeccion subconjuntival,14300,89
FEDERACION PATRONAL ART,228,6251,Puncion arterial para inyeccion medicamentosa,14537,89
FEDERACION PATRONAL ART,228,5923,Inyeccion de glicerol en el G de Gasser,15027,95
FEDERACION PATRONAL ART,228,5925,Inyeccion esclerosante en angioma,15028,90
FEDERACION PATRONAL ART,228,5928,Laberintectomia,14301,93
FEDERACION PATRONAL ART,228,6475,Sinequias de labios mayores y/o menores,14687,90
FEDERACION PATRONAL ART,228,5561,Ectoprion de labio,14974,90
FEDERACION PATRONAL ART,228,5929,Labio leporino bilateral completo,15029,94
FEDERACION PATRONAL ART,228,5930,Labio leporino unilateral completo,15030,93
FEDERACION PATRONAL ART,228,5931,Labio leporino unilateral incompleto,15031,93
FEDERACION PATRONAL ART,228,6272,Queiloplastia (reconstruccion quirurgica del labio),15116,92
FEDERACION PATRONAL ART,228,6373,Reseccion cuneiforme de labio,15149,90
FEDERACION PATRONAL ART,228,5932,Laminectomia descompresiva,14302,93
FEDERACION PATRONAL ART,228,5933,Laparotomia contenida (lavado de cavidad),14304,91
FEDERACION PATRONAL ART,228,5934,Laparotomia exploradora en paciente critico,14305,94
FEDERACION PATRONAL ART,228,5936,Laparotomia terapeutica en paciente critico,14306,95
FEDERACION PATRONAL ART,228,5935,"Laparotomia exploradora, como unica intervencion",15297,91
FEDERACION PATRONAL ART,228,6040,Nefrectomia por toraco-freno-laparotomia,15418,95
FEDERACION PATRONAL ART,228,5937,Laringo-faringuectomia,14307,95
FEDERACION PATRONAL ART,228,5938,"Laringoplastia, cordopexia, aritenoidopexia",14308,92
FEDERACION PATRONAL ART,228,5943,Laser de vagina,14313,92
FEDERACION PATRONAL ART,228,6418,Reseccion tumor bronquial con laser,14641,95
FEDERACION PATRONAL ART,228,5944,Laser panfacial,15032,93
FEDERACION PATRONAL ART,228,6412,TUR-P por laser (adenomectomia),15431,94
FEDERACION PATRONAL ART,228,6241,Prostatectomia por laser,15432,95
FEDERACION PATRONAL ART,228,5945,Lavado bronquial para desobstruccion,14314,91
FEDERACION PATRONAL ART,228,5946,Lavado de cavidad,14316,90
FEDERACION PATRONAL ART,228,5947,Lavado de la cavidad,14317,90
FEDERACION PATRONAL ART,228,6488,Sondaje y lavado de via lagrimal,14700,90
FEDERACION PATRONAL ART,228,5948,Legrado por mola o similar,14318,90
FEDERACION PATRONAL ART,228,5949,Legrado uterino,14319,90
FEDERACION PATRONAL ART,228,7508,Termolesion por Rf. del Nervio Occipital Mayor uni o bilateral,51338,95
FEDERACION PATRONAL ART,228,7509,Termolesion por Rf. facetaria (ramo medio) cervical/dorsal/lumbar hasta 3 niveles,51339,95
FEDERACION PATRONAL ART,228,7510,Termolesion por Rf. facetaria (ramo medio) cervical/doral/lumbar mas de 3 niveles,51340,98
FEDERACION PATRONAL ART,228,7511,Termolesion por Rf. facetaria + Rf. radicular (1 o mas niveles),51341,98
FEDERACION PATRONAL ART,228,7512,Termolesion por Rf. de mas de 2 nervios craneales,51342,95
FEDERACION PATRONAL ART,228,7514,Termolesion por Rf. del ganglio simpatico toracico/dorsal/lumbar/hipogastrico sup,51343,95
FEDERACION PATRONAL ART,228,7520,Termolesion por Rf. de rodilla (N.geniculados) unilateral,51349,95
FEDERACION PATRONAL ART,228,7521,Termolesion por Rf. de rodilla (N.geniculados) bilateral,51350,98
FEDERACION PATRONAL ART,228,7522,Termolesion por Rf. de hombro (N.supraespinoso) bilateral,51351,95
FEDERACION PATRONAL ART,228,8556,Termolesion por Rf. de hasta 2 nervios craneales,69400,95
FEDERACION PATRONAL ART,228,5953,Lesiones adquiridas o congenitas vertebro-meningo-medulares (compresion tumoral),14323,94
FEDERACION PATRONAL ART,228,5951,Lesion por compresion de G de Gasser con balon de Foggarty,15033,95
FEDERACION PATRONAL ART,228,6534,Termolesion por rf de G Esfenopalatino,15183,94
FEDERACION PATRONAL ART,228,6535,"Termolesion por Rf. del ganglio de la raiz dorsal, cervical, lumbar y sacra. (hasta 2 niveles)",15184,95
FEDERACION PATRONAL ART,228,6536,"Termolesion por Rf. del ganglio de raiz dorsal, cervical, lumbar y sacra. (mas de 2 niveles)",15185,98
FEDERACION PATRONAL ART,228,6537,"Termolesion por rf de rama media cerv, dorsal o lumbar cada nivel adic",15186,95
FEDERACION PATRONAL ART,228,6538,"Termolesion por rf de rama media cerv, dorsal o lumbar.",15187,95
FEDERACION PATRONAL ART,228,5954,Levantamiento de vejiga por via abdominal (tipo Bursch),14324,92
FEDERACION PATRONAL ART,228,6001,Mastopexia unilateral (levantamiento mamario),15045,94
FEDERACION PATRONAL ART,228,5955,Lifting,15034,94
FEDERACION PATRONAL ART,228,5956,Lifting endoscopico,15035,95
FEDERACION PATRONAL ART,228,5957,Ligadura bilateral de trompas (anti-concepcion) a cielo abierto,14325,91
FEDERACION PATRONAL ART,228,5958,Ligadura bilateral de trompas (anti-concepcion) por video-laparoscopia,14326,92
FEDERACION PATRONAL ART,228,5959,Ligadura bilateral de trompas a cielo abierto,14327,91
FEDERACION PATRONAL ART,228,5960,Ligadura bilateral de trompas por videolaparoscopia,14328,92
FEDERACION PATRONAL ART,228,5961,Ligadura del paquete esfeno-palatino,14329,92
FEDERACION PATRONAL ART,228,5963,Ligadura sub-aponeurotica de venas perforantes o comunicantes insuficientes (tipo: Linton / Cigorraga / Cockett),14331,91
FEDERACION PATRONAL ART,228,5964,Ligadura unilateral de troncos profundos de los miembros,14332,92
FEDERACION PATRONAL ART,228,6501,Sutura o ligadura de vasos profundos del cuello,14708,92
FEDERACION PATRONAL ART,228,5965,Ligamentopexia abdominal,14333,91
FEDERACION PATRONAL ART,228,5969,Limpieza quirurgica de mano (como unica intervencion),14339,90
FEDERACION PATRONAL ART,228,5971,Linfadenectomia mediastinica,14340,94
FEDERACION PATRONAL ART,228,5972,Linfadenectomia retroperitoneal (tipo lumboaortica o similares),14341,93
FEDERACION PATRONAL ART,228,5973,Linfadenectomia retroperitoneal por video,14342,94
FEDERACION PATRONAL ART,228,5974,Linfadenectomia retroperitoneal por videolaparoscopia,14343,94
FEDERACION PATRONAL ART,228,6242,Prostatectomia radical + linfadenectomia,14530,94
FEDERACION PATRONAL ART,228,5970,"Linfadenectomia cervical, axilar o inguinal como unica operacion",15036,92
FEDERACION PATRONAL ART,228,5977,"Lipoma, reseccion con el paciente en decubito dorsal o lateral",15226,90
FEDERACION PATRONAL ART,228,5978,"Lipoma, reseccion con el paciente en decubito ventral",15238,91
FEDERACION PATRONAL ART,228,5982,Litotricia endoluminal calculo unico,14344,91
FEDERACION PATRONAL ART,228,5983,Litotricia endoluminal calculos multiples,14345,92
FEDERACION PATRONAL ART,228,5984,Litotricia extracorporea,14346,91
FEDERACION PATRONAL ART,228,5985,Litotricia por onda de choque extracorporea (litotricia extracorporea),14348,91
FEDERACION PATRONAL ART,228,5986,Litotricia ureteral por via endoscopica (incluye litotricia endoluminal),14349,92
FEDERACION PATRONAL ART,228,5988,Lobectomia o segmentectomia a cielo abierto,14351,94
FEDERACION PATRONAL ART,228,6457,Segmentectomia o lobectomia por video-toracoscopia,14669,95
FEDERACION PATRONAL ART,228,5987,Lobectomia,15536,98
FEDERACION PATRONAL ART,228,6168,Otoplastia de lobulo hendido,14466,90
FEDERACION PATRONAL ART,228,6185,Parotidectomia de lobulo superficial,14478,92
FEDERACION PATRONAL ART,228,5989,Lobulo hendido de oreja,15041,90
FEDERACION PATRONAL ART,228,5990,Luxacion recidivante de hombro por via convencional,14352,92
FEDERACION PATRONAL ART,228,8120,Reduccion cruenta de luxacion de columna,15440,93
FEDERACION PATRONAL ART,228,8116,Reduccion incruenta de luxaciones,15458,90
FEDERACION PATRONAL ART,228,6330,Reduccion incruenta de luxacion de maxilar,15488,90
FEDERACION PATRONAL ART,228,6100,Nodulectomia de mama unilateral,14408,91
FEDERACION PATRONAL ART,228,6278,Quiste de mama unilateral,14554,90
FEDERACION PATRONAL ART,228,5992,Mama supernumeraria unilateral,15042,92
FEDERACION PATRONAL ART,228,6312,Reconstruccion mamaria con dorsal ancho,15134,98
FEDERACION PATRONAL ART,228,6264,Puncion de mama unilateral,15388,89
FEDERACION PATRONAL ART,228,5995,Mastectomia radical con vaciamiento ganglionar,14356,95
FEDERACION PATRONAL ART,228,5996,Mastectomia subradical unilateral / mastoplastia unilateral (operacion de Urban),14357,94
FEDERACION PATRONAL ART,228,7598,Mastectomia ( mas ganglio centinela),15392,93
FEDERACION PATRONAL ART,228,7599,Mastectomia ( mas vaciamiento axilar ),15393,94
FEDERACION PATRONAL ART,228,5998,Mastoidectomia simple o radical (operacion radical de oido),14359,92
FEDERACION PATRONAL ART,228,6542,Timpano-mastoidectomia,14720,94
FEDERACION PATRONAL ART,228,6002,Mastotomia unilateral,14360,90
FEDERACION PATRONAL ART,228,6017,Meniscectomia maxilar,14370,91
FEDERACION PATRONAL ART,228,6111,Operacion comando de glandula submaxilar,14416,95
FEDERACION PATRONAL ART,228,6152,Osteosintesis de malar o maxilar (2 placas titanio),14452,93
FEDERACION PATRONAL ART,228,6153,Osteosintesis de malar o maxilar (mas de 2 placas titanio),14453,94
FEDERACION PATRONAL ART,228,6279,Quiste de maxilar (pieza dental incluida),14555,91
FEDERACION PATRONAL ART,228,6481,Sinusotomia maxilar radical,14694,92
FEDERACION PATRONAL ART,228,6482,Sinusotomia maxilar simple,14695,92
FEDERACION PATRONAL ART,228,6483,"Sinusotomias combinadas (frontal, etmoidal, etc.) por via externa transmaxilar",14696,93
FEDERACION PATRONAL ART,228,6003,Maxilar inferior: prognatismo / retrognatismo,15046,93
FEDERACION PATRONAL ART,228,6004,Maxilar superior: prognasia / retrognasia,15047,94
FEDERACION PATRONAL ART,228,6393,Reseccion de maxilar inferior con vaciamiento (comando),15152,98
FEDERACION PATRONAL ART,228,6005,Maxilectomia radical por via endoscopica,15048,93
FEDERACION PATRONAL ART,228,6007,Maxilectomia simple por via endoscopica,15049,92
FEDERACION PATRONAL ART,228,6009,Meatotomia,15406,89
FEDERACION PATRONAL ART,228,6010,Mediastinitis / toillette mediastinal,15050,94
FEDERACION PATRONAL ART,228,6011,Mediastinoscopia,14363,92
FEDERACION PATRONAL ART,228,6014,Megacolon congenito,14366,93
FEDERACION PATRONAL ART,228,6605,Tratamiento quirurgico del megacolon,14769,93
FEDERACION PATRONAL ART,228,6016,Meningocele,14369,94
FEDERACION PATRONAL ART,228,6027,Mielomeningocele,14379,94
FEDERACION PATRONAL ART,228,6018,Metastasis hepatica / fenolizacion termo-tratamiento,14371,93
FEDERACION PATRONAL ART,228,6019,Metatarsalgia / ratas articulares,14372,90
FEDERACION PATRONAL ART,228,6025,"Microtia, reconstruccion en varios tiempos",15053,90
FEDERACION PATRONAL ART,228,6026,Mielografia,14378,90
FEDERACION PATRONAL ART,228,6030,Miomectomia vaginal (mioma nascens),69299,90
FEDERACION PATRONAL ART,228,6028,Miomectomia / histerorrafia,14380,92
FEDERACION PATRONAL ART,228,6029,Miomectomia por videolaparoscopia,14381,93
FEDERACION PATRONAL ART,228,6686,"Video-laparoscopia ginecologica terapeutica (incluye miomectomia, quiste de ovario, etc)",14833,93
FEDERACION PATRONAL ART,228,6691,"Videolaparoscopia terapeutica (incluye quiste de ovario, lisis pelvianas, miomectomias,",15400,93
FEDERACION PATRONAL ART,228,6031,Miringoplastia,14383,91
FEDERACION PATRONAL ART,228,6033,"Morfina o morfinosimiles por via epidural o subaracnoidea, por sesion: continua 1ras 24 hs o fraccion",15054,91
FEDERACION PATRONAL ART,228,6034,Movilizacion (quiropraxia ),14385,89
FEDERACION PATRONAL ART,228,6035,Movilizacion del estribo,14386,90
FEDERACION PATRONAL ART,228,7580,Mucosectomia,15336,92
FEDERACION PATRONAL ART,228,6037,Nariz leporina compleja,15055,91
FEDERACION PATRONAL ART,228,6438,Rinofina (rosacea fimatosa de nariz),15163,91
FEDERACION PATRONAL ART,228,6420,"Resecciones totales de huesos (radio, cubito, perone, astralago, calcaneo, clavicula, malar, huesos propios de la nariz etc.)",15439,93
FEDERACION PATRONAL ART,228,6038,Nefrectomia parcial,14388,94
