obra,obraId,codigoEvweb,descripcion,param1,param2
OMINT ART- Serena ART,119,6340,Reemplazo total de hombro,70680,95
OMINT ART- Serena ART,119,6341,Reemplazo total de rodilla,70681,95
OMINT ART- Serena ART,119,6342,Reemplazo valvular,70682,98
OMINT ART- Serena ART,119,7535,Reemplazo valvular en hemodinamia ( TAVI),71032,96
OMINT ART- Serena ART,119,6360,Remodelacion de la boveda craneana (turricefalia / plagiocefalia),70700,95
OMINT ART- Serena ART,119,6361,"Remodelacion de la boveda craneana (turricefalia, plagioce falia)",70701,95
OMINT ART- Serena ART,119,6365,Reparacion de senos craneales,70705,94
OMINT ART- Serena ART,119,6367,Reparacion ligamentaria de rodilla (ligamento laterales y/o cruzados) por video-artroscopia,70706,94
OMINT ART- Serena ART,119,6368,"Reparacion ligamentaria de tobillo (ligamentos laterales, etc)",70707,93
OMINT ART- Serena ART,119,6417,Reseccion transuretral monopolar de prostata (TUR-P),69496,93
OMINT ART- Serena ART,119,6000,Reseccion de tabique vaginal por videolaparoscopia,70376,92
OMINT ART- Serena ART,119,6371,Reseccion pleuro-parietal,70710,93
OMINT ART- Serena ART,119,6372,Reseccion costal,70711,90
OMINT ART- Serena ART,119,6374,Reseccion cuneiforme de ovario,70713,91
OMINT ART- Serena ART,119,6375,Reseccion de cabeza de radio o cubito,70714,91
OMINT ART- Serena ART,119,6380,Reseccion de cuello de vejiga,70719,91
OMINT ART- Serena ART,119,6381,Reseccion de epiplon,70720,91
OMINT ART- Serena ART,119,6385,Reseccion de espolon calcaneo,70724,91
OMINT ART- Serena ART,119,6386,Reseccion de exostosis,70725,90
OMINT ART- Serena ART,119,6389,Reseccion de hasta 3 falanges,70727,90
OMINT ART- Serena ART,119,6390,Reseccion de intestino delgado,70728,93
OMINT ART- Serena ART,119,6392,Reseccion de mas de 3 falanges,70730,91
OMINT ART- Serena ART,119,6394,Reseccion de osteoma del CAE,70732,92
OMINT ART- Serena ART,119,6395,Reseccion de plexo hipogastrico,70733,92
OMINT ART- Serena ART,119,6397,Reseccion de plexo hipogastrico por videolaparoscopia,70734,93
OMINT ART- Serena ART,119,6398,Reseccion de queloide,70735,91
OMINT ART- Serena ART,119,6401,Reseccion de tabique vaginal,70738,91
OMINT ART- Serena ART,119,6402,Reseccion de tumor de mas de 5 cm,70739,91
OMINT ART- Serena ART,119,6403,Reseccion de tumor de menos de 5 cm,70740,90
OMINT ART- Serena ART,119,6407,Reseccion del plexo hipogastrico,70744,92
OMINT ART- Serena ART,119,6411,Reseccion parcial de hueso infeccioso o tumoral,70748,92
OMINT ART- Serena ART,119,6413,Reseccion parcial de pelvis infecciosa o tumoral,70750,92
OMINT ART- Serena ART,119,6415,Reseccion submucosa del cornete inferior,70752,91
OMINT ART- Serena ART,119,6416,Reseccion total de paladar,70753,94
OMINT ART- Serena ART,119,6419,Reseccion tumoral de nervio periferico,70755,91
OMINT ART- Serena ART,119,8549,Reseccion transmural endoscopica con sistema OVESCO o similares,71139,93
OMINT ART- Serena ART,119,8550,Reseccion multivisceral sin quimioterapia intraabdominal,71140,106
OMINT ART- Serena ART,119,8551,Reseccion transuretral de prostata (TUR-P) bipolar,71141,94
OMINT ART- Serena ART,119,6422,Retinografia,70758,90
OMINT ART- Serena ART,119,6426,Retiro de cables endocavitarios,70762,93
OMINT ART- Serena ART,119,6427,Retoque de muñon,69498,91
OMINT ART- Serena ART,119,6428,Retromentonismo no estetico,70763,91
OMINT ART- Serena ART,119,8539,Internacion. Primera o revision.,71129,90
OMINT ART- Serena ART,119,6437,Rinoseptumplastia,70771,94
OMINT ART- Serena ART,119,6440,"Rinoplastia simple, no estetica",70774,90
OMINT ART- Serena ART,119,6514,Taponamiento intra-uterino,70839,90
OMINT ART- Serena ART,119,6606,Tratamiento quirurgico del neurinoma del acustico por via optica,70911,95
OMINT ART- Serena ART,119,6442,Rizotomia del ligamento dentado,70775,93
OMINT ART- Serena ART,119,6443,Rizotomia dorsal selectiva,70776,94
OMINT ART- Serena ART,119,7513,Rizotomia estereotaxica por crioterapia del G. de Gasser,71014,98
OMINT ART- Serena ART,119,6445,Safenectomia externa unilateral,70777,92
OMINT ART- Serena ART,119,6446,Safenectomia interna unilateral,70778,92
OMINT ART- Serena ART,119,6449,Salpingolisis / salpingoplastia unilateral,70781,92
OMINT ART- Serena ART,119,6450,Salpingolisis / salpingoplastia unilateral por videolaparoscopia,70782,93
OMINT ART- Serena ART,119,8565,Salpinguectomia para anticoncepcion bilateral,71153,93
OMINT ART- Serena ART,119,6452,Seccion de aductores con o sin tenotomia,70783,92
OMINT ART- Serena ART,119,6453,Seccion de frenillo lingual,70784,90
OMINT ART- Serena ART,119,6454,Secuelas de paralisis facial en todas sus formas,70785,92
OMINT ART- Serena ART,119,6456,Segmentectomia hepatica,70787,95
OMINT ART- Serena ART,119,6459,Septumplastia video-endoscopica,70790,93
OMINT ART- Serena ART,119,6461,Shunt porto-sistemico transyugular intra-hepatico (TIPS),70792,95
OMINT ART- Serena ART,119,6462,Sialografia,70793,89
OMINT ART- Serena ART,119,6463,Sigmoidectomia,70794,94
OMINT ART- Serena ART,119,6464,Sigmoidectomia por videolaparoscopia,70795,95
OMINT ART- Serena ART,119,6465,Simpatectomia abdominal o lumbar,70796,91
OMINT ART- Serena ART,119,6466,Simpatectomia cervical,70797,92
OMINT ART- Serena ART,119,6467,Simpatectomia lumbar,70798,91
OMINT ART- Serena ART,119,6468,Simpatectomia lumbar o toracica (hiper-hidrosis),70799,93
OMINT ART- Serena ART,119,6470,Simpatectomia periarterial,70801,91
OMINT ART- Serena ART,119,6471,Simpatectomia toracica,70802,93
OMINT ART- Serena ART,119,6473,Sindactilia,70804,91
OMINT ART- Serena ART,119,6474,Sindrome apico-transverso,70805,95
OMINT ART- Serena ART,119,6476,Sinovectomia,70807,91
OMINT ART- Serena ART,119,6485,Sinusotomia por via endoscopica,69500,93
OMINT ART- Serena ART,119,6478,Sinusotomia esfenoidal,70809,92
OMINT ART- Serena ART,119,6479,Sinusotomia frontal externa (trepanacion del seno frontal),70810,91
OMINT ART- Serena ART,119,6480,Sinusotomia frontal radical por via externa,70811,92
OMINT ART- Serena ART,119,6484,Sinusotomias combinadas por via endoscopica,70815,94
OMINT ART- Serena ART,119,8101,Spect cerebral en niños,69536,91
OMINT ART- Serena ART,119,6489,Spect cerebral,70817,91
OMINT ART- Serena ART,119,6490,Suprarrenalectomia laparoscopica unilateral,70818,95
OMINT ART- Serena ART,119,6491,Sutura de conjuntiva,70819,90
OMINT ART- Serena ART,119,6492,Sutura de cornea,70820,91
OMINT ART- Serena ART,119,6493,Sutura de encia,70821,90
OMINT ART- Serena ART,119,6494,Sutura de faringe,70822,92
OMINT ART- Serena ART,119,6497,Sutura de lengua,70825,90
OMINT ART- Serena ART,119,6498,Sutura de vasos perifericos,70826,92
OMINT ART- Serena ART,119,6499,Sutura del pabellon auricular,70827,90
OMINT ART- Serena ART,119,6500,Sutura del paladar,70828,90
OMINT ART- Serena ART,119,6513,Taponaje anterior y/o posterior,70838,89
OMINT ART- Serena ART,119,6515,Tarsorrafia,70840,90
OMINT ART- Serena ART,119,6516,Telecanto,70842,92
OMINT ART- Serena ART,119,6517,Tenolisis (hasta 3 tendones),70843,91
OMINT ART- Serena ART,119,6518,Tenolisis o tenorrafia (4 o mas tendones),70844,92
OMINT ART- Serena ART,119,6519,Tenoplastia multiple (mas de 3 tendones),70845,93
OMINT ART- Serena ART,119,6520,Tenoplastia simple (hasta 3 tendones),70846,92
OMINT ART- Serena ART,119,6521,Tenorrafia (hasta 3 tendones),70847,91
OMINT ART- Serena ART,119,6522,Tenorrafia del tendon de aquiles o rotuliano,70848,92
OMINT ART- Serena ART,119,6523,Tenotomia multiple,70849,91
OMINT ART- Serena ART,119,6524,Tenotomia simple,70850,90
OMINT ART- Serena ART,119,6511,TENS. (maximo 6 sesiones al mes),69502,91
OMINT ART- Serena ART,119,6554,Toma de tension ocular,70865,90
OMINT ART- Serena ART,119,8545,Quimioterapia intratecal,71135,94
OMINT ART- Serena ART,119,6539,"Test de Opioide, Baclofen intratecal",69504,92
OMINT ART- Serena ART,119,6540,Test de duccion forzada y fuerza generada,70852,90
OMINT ART- Serena ART,119,6630,Tumor de testiculo,70934,91
OMINT ART- Serena ART,119,6541,Timectomia por miastenia gravis,70853,94
OMINT ART- Serena ART,119,6543,Timpanoplastia,70854,93
OMINT ART- Serena ART,119,6544,Tiroidectomia por via endoscopica,70855,94
OMINT ART- Serena ART,119,6545,Tiroidectomia total,70856,93
OMINT ART- Serena ART,119,6546,Tiroidectomia total con vaciamiento cervical,70857,94
OMINT ART- Serena ART,119,6547,Tiroidectomia total con vaciamiento cervical por via endoscopica,70858,95
OMINT ART- Serena ART,119,6548,Toilette quirurgico con debridamiento,70859,90
OMINT ART- Serena ART,119,6549,Toilette quirurgico de columna,70860,92
OMINT ART- Serena ART,119,8646,Toilette de esternon,71230,93
OMINT ART- Serena ART,119,6551,Toillete quirurgica,70862,89
OMINT ART- Serena ART,119,6555,Tomografia computada de ojo,70866,90
OMINT ART- Serena ART,119,6556,Toracoplastia,70867,92
OMINT ART- Serena ART,119,6509,"TAC de torax, con o sin contraste",70836,91
OMINT ART- Serena ART,119,6558,Torticolis congenita,70869,94
OMINT ART- Serena ART,119,6560,Traccion de partes blandas,70871,89
OMINT ART- Serena ART,119,6561,Traccion esqueletica,70872,89
OMINT ART- Serena ART,119,8599,Distraccion osea,71186,94
OMINT ART- Serena ART,119,6562,Tractotomia,70873,94
OMINT ART- Serena ART,119,6563,Transferencias tendinosas (mas de 3 tendones),70874,93
OMINT ART- Serena ART,119,6565,Transposicion de nervio periferico,70876,92
OMINT ART- Serena ART,119,6566,Transposicion de tendones en miembro superior o miembro inferior,70877,93
OMINT ART- Serena ART,119,6567,Transposicion del cubital,70878,91
OMINT ART- Serena ART,119,6568,Traqueoplastia,70879,94
OMINT ART- Serena ART,119,8559,Traqueoplastia en ECMO,71147,96
OMINT ART- Serena ART,119,6569,Traqueorrafia,70880,92
OMINT ART- Serena ART,119,6570,Traqueostomia,69506,91
OMINT ART- Serena ART,119,6571,Traqueostomia o traqueotomia,69507,91
OMINT ART- Serena ART,119,6572,Traqueostomia percutanea,70881,91
OMINT ART- Serena ART,119,6576,Trasplante corazon-riñon,69508,108
OMINT ART- Serena ART,119,6573,Trasplante de corazon,70882,107
OMINT ART- Serena ART,119,6574,Trasplante de corazon y pulmon,70883,108
OMINT ART- Serena ART,119,6575,Trasplante de corazon-pulmon,70884,108
OMINT ART- Serena ART,119,6577,Trasplante de medula osea,70885,92
OMINT ART- Serena ART,119,6578,Trasplante de pancreas,70886,106
OMINT ART- Serena ART,119,6579,Trasplante hepatico,70887,107
OMINT ART- Serena ART,119,6584,Trasplante oseo intercalares,70892,94
OMINT ART- Serena ART,119,6585,Trasplante oseo osteo-articulares,70893,94
OMINT ART- Serena ART,119,6586,Trasplante pulmonar,70894,106
OMINT ART- Serena ART,119,6587,Trasplante renal,70895,96
OMINT ART- Serena ART,119,6588,Trasplante reno-pancreatico,70896,107
OMINT ART- Serena ART,119,6589,Trasplante y alargamiento (hasta 3 tendones),70897,92
OMINT ART- Serena ART,119,6590,Trasplante y alargamiento (mas de 3 tendones),70898,93
OMINT ART- Serena ART,119,6594,Tratamiento de las varices esofagicas (bandas / escleroris / balon),70902,91
OMINT ART- Serena ART,119,6600,Tratamiento endovascular de arterias uterinas,70908,95
OMINT ART- Serena ART,119,6607,Tratamiento quirurgico del onfalocele,70912,94
OMINT ART- Serena ART,119,6510,TAC tridimensional,70837,91
OMINT ART- Serena ART,119,6609,Trombectomia venosa profunda,70913,93
OMINT ART- Serena ART,119,6720,Trombectomia intracraneal por hemodinamia,71006,96
OMINT ART- Serena ART,119,6611,Trombosis hemorroidal,70916,90
OMINT ART- Serena ART,119,6612,Trombosis mesenterica,70917,93
OMINT ART- Serena ART,119,6616,Tumor de vagina,69509,92
OMINT ART- Serena ART,119,5752,Extrirpacion de tumor oseo (mas de 5 cm),70154,91
OMINT ART- Serena ART,119,6613,Tumor benigno de ano,70918,91
OMINT ART- Serena ART,119,6615,Tumor benigno de vulva,70920,91
OMINT ART- Serena ART,119,6617,Tumor cerebral intracraneal (mas de 8 horas de duracion),70921,96
OMINT ART- Serena ART,119,6618,Tumor cerebral intracraneal (menos de 8 horas de duracion),70922,98
OMINT ART- Serena ART,119,6620,Tumor de fosa posterior (mas de 8 horas de duracion),70924,96
OMINT ART- Serena ART,119,6621,Tumor de fosa posterior (menos de 8 horas de duracion),70925,98
OMINT ART- Serena ART,119,6622,Tumor de hipofisis (mas de 8 horas de duracion),70926,96
OMINT ART- Serena ART,119,6623,Tumor de hipofisis (menos de 8 horas de duracion),70927,98
OMINT ART- Serena ART,119,6624,Tumor de la pared costal,70928,92
OMINT ART- Serena ART,119,6625,Tumor de la pared costal por videotoracoscopia,70929,93
OMINT ART- Serena ART,119,6627,Tumor de ovario,70931,92
OMINT ART- Serena ART,119,6629,Tumor de partes blandas,70933,90
OMINT ART- Serena ART,119,6631,Tumor del glomus carotideo,70935,95
OMINT ART- Serena ART,119,6632,Tumor del hueco supra-clavicular,70936,91
OMINT ART- Serena ART,119,6633,Tumor fibroso de pie,70937,90
OMINT ART- Serena ART,119,6634,Tumor retroperitoneal,70938,94
OMINT ART- Serena ART,119,6635,Tumor retroperitoneal por video,70939,95
OMINT ART- Serena ART,119,6638,Tumores mediastinales a cielo abierto,70943,94
OMINT ART- Serena ART,119,6639,Tumores mediastinales por toracoscopia,70944,95
OMINT ART- Serena ART,119,6640,Turbinectomia parcial o completa simple (unica o muliple),70945,92
OMINT ART- Serena ART,119,6642,Turbinectomia video-endoscopica,70946,93
OMINT ART- Serena ART,119,8649,Turbinectomia por radiofrecuencia,71233,93
OMINT ART- Serena ART,119,6645,Ureterolitotomia,70949,92
OMINT ART- Serena ART,119,6646,Ureteroscopia,70950,89
OMINT ART- Serena ART,119,6675,Video cisto-ureteroscopia,70977,90
OMINT ART- Serena ART,119,6647,Ureterostomia,70951,91
OMINT ART- Serena ART,119,6648,Uretro-cisto-fibroscopia,70952,90
OMINT ART- Serena ART,119,6649,Uretrografia,70953,89
OMINT ART- Serena ART,119,6650,Uretrorrafia,70954,90
OMINT ART- Serena ART,119,6651,Uretrotomia interna / uretroscopia,70955,89
OMINT ART- Serena ART,119,5941,Laringuectomia radical con vaciamiento cervical,70327,95
OMINT ART- Serena ART,119,6654,Vaciamiento ganglionar lumbo-aortico,70958,94
OMINT ART- Serena ART,119,6655,Vaciamiento inguino-abdominal convencional,70959,93
OMINT ART- Serena ART,119,6656,Vaciamiento inguino-abdominal o inguino-escrotal por video,70960,94
OMINT ART- Serena ART,119,6657,Vaciamiento inguino-escrotal convencional,70961,93
OMINT ART- Serena ART,119,6658,Vaciamiento radical unilateral de cuello,70962,92
OMINT ART- Serena ART,119,6696,Vulvectomia con vaciamiento ganglionar,70989,94
OMINT ART- Serena ART,119,6659,Vagotomia / vagotomia selectiva / gastropexia,70963,92
OMINT ART- Serena ART,119,6660,Vagotomia por videolaparoscopia,70964,93
OMINT ART- Serena ART,119,6661,Valvuloplastia aortica / pulmonar / tricuspidea / mitral / en hemodinamia,70965,98
OMINT ART- Serena ART,119,6662,Valvuloplastia mitral o tricuspidea o aortica o pulmonar,70966,98
OMINT ART- Serena ART,119,6652,Varicocele,70956,90
OMINT ART- Serena ART,119,6665,Varicocele pelviano,70969,91
OMINT ART- Serena ART,119,6666,Vasectomia,70970,91
OMINT ART- Serena ART,119,6049,Neo-vejiga a cielo abierto,70420,95
OMINT ART- Serena ART,119,6667,Ventana pleuro-pericardica,70971,94
OMINT ART- Serena ART,119,6668,Ventana pleuro-pericardica por video,70972,95
OMINT ART- Serena ART,119,6669,Ventriculo-cisternotomia,70973,94
OMINT ART- Serena ART,119,6670,Ventriculo-cisternotomia videoasistida,70974,95
OMINT ART- Serena ART,119,6673,Vertebroplastia (cada vertebra),69511,93
OMINT ART- Serena ART,119,6671,Vertebroplastia percutanea (1 vertebra),70975,94
OMINT ART- Serena ART,119,6672,Vertebroplastia percutanea ( 2 o mas vertebras),70976,95
OMINT ART- Serena ART,119,6676,"Video-artroscopia compleja (codo, tobillo)",69512,94
OMINT ART- Serena ART,119,6680,Video-artroscopia simple de rodilla para menisectomia,69513,93
OMINT ART- Serena ART,119,7605,Video artroscopia simple de muñeca,69526,92
OMINT ART- Serena ART,119,7606,Video artroscopia compleja de muñeca,69527,93
OMINT ART- Serena ART,119,6678,Video-artroscopia de hombro / codo,70979,94
OMINT ART- Serena ART,119,6679,Video-artroscopia de tobillo,70980,93
OMINT ART- Serena ART,119,6682,Video-cistoscopia,70982,90
OMINT ART- Serena ART,119,6687,Videobroncofibroscopia,70984,91
OMINT ART- Serena ART,119,6688,Videolaparoscopica diagnostica,70985,93
OMINT ART- Serena ART,119,6694,Videotoracoscopia convertida a via convencional,70987,95
OMINT ART- Serena ART,119,7604,Video artroscopia de hombro,71063,94
OMINT ART- Serena ART,119,8610,Eventroplastia por video,71197,93
OMINT ART- Serena ART,119,8629,Metastasectomia por videolaparoscopia,71213,95
OMINT ART- Serena ART,119,6697,Vulvectomia simple,70990,91
OMINT ART- Serena ART,119,6698,Yeyunostomia,70991,92
OMINT ART- Serena ART,119,6202,Pie zambo / varo / equino supinado,70551,93
EXPERTA ART,258,6689,Videolaparoscopia exploradora de abdomen,14836,92
EXPERTA ART,258,6692,Videolaparoscopia terapeutica de abdomen,14838,93
EXPERTA ART,258,5975,"Lipoaspiracion (cadera, muslo, abdomen) (hasta 2 zonas)",15037,93
EXPERTA ART,258,5976,"Lipoaspiracion (cadera, muslo, abdomen) (mas de 2 zonas)",15038,94
EXPERTA ART,258,5979,Liposuccion de abdomen,15039,93
EXPERTA ART,258,6506,"TAC de abdomen, con o sin contraste",15174,91
EXPERTA ART,258,5002,Abdominoplastia,14843,94
EXPERTA ART,258,5004,Ablacion por radiofrecuencia de arritmias complejas (tipo fibrilacion auricular),13645,98
EXPERTA ART,258,5005,Ablacion por radiofrecuencia de arritmias simples (tipo haz de His),13646,95
EXPERTA ART,258,6187,Patelectomia (ablacion de la rotula),14480,91
EXPERTA ART,258,5003,Ablacion de corazon,14844,95
EXPERTA ART,258,5083,Anestesiologo en ablacion de organos,14864,92
EXPERTA ART,258,6053,Neuroablacion aferentes articulacion de cadera con Rf,15056,93
EXPERTA ART,258,7532,Ablacion por radiofrecuencia de arritmias con navegador de impedancia,15546,95
EXPERTA ART,258,5006,Abocamiento del ureter a piel,13647,92
EXPERTA ART,258,5007,Aborto del segundo trimestre con mecanismo de parto seguido o no de legrado,13648,91
EXPERTA ART,258,5009,Absceso de mama / drenaje unilateral,13649,89
EXPERTA ART,258,5010,Absceso de pancreas,13650,92
EXPERTA ART,258,5011,Absceso de pared,13651,89
EXPERTA ART,258,5012,Absceso de parpado,13652,89
EXPERTA ART,258,5014,Absceso perianal,13653,89
EXPERTA ART,258,5015,Absceso perirectal,13654,91
EXPERTA ART,258,5540,Drenaje de absceso de glandula de Bartholino,14011,89
EXPERTA ART,258,5542,Drenaje de absceso hepatico guiado por ecografia,14012,91
EXPERTA ART,258,5544,Drenaje de absceso subfrenico,14014,91
EXPERTA ART,258,5545,Drenaje de absceso subfrenico por via laparoscopica,14015,93
EXPERTA ART,258,5546,Drenaje de absceso testicular,14016,89
EXPERTA ART,258,5547,Drenaje de absceso y/o quiste pancreatico guiado por ecografia,14017,91
EXPERTA ART,258,5894,"Incision y drenaje de laringe, absceso, pericondritis, etc.",14283,92
EXPERTA ART,258,5896,Incision y drenaje de paladar (absceso),14284,90
EXPERTA ART,258,5950,"Lesion local de pulmon (absceso, tumor)",14321,93
EXPERTA ART,258,5541,Drenaje de absceso en cabeza y/o cuello,14970,90
EXPERTA ART,258,5543,"Drenaje de absceso o hematoma, excepto en cabeza y cuello",14971,89
EXPERTA ART,258,8107,Absceso de higado,15303,92
EXPERTA ART,258,5013,Absceso gluteo,15469,89
EXPERTA ART,258,5814,Glosotomia con drenaje de absceso o hematoma,15497,90
EXPERTA ART,258,6135,"Osteoplastia / osteosintesis en: pseudo-artrosis, consolidacion viciosa, acortamiento, alargamiento, injerto de huesos",69350,93
EXPERTA ART,258,5016,Acortamiento de metatarsianos,13655,91
EXPERTA ART,258,6136,"Osteoplastia de tibia y/o perone: alargamiento, acortamiento / pseudoartrosis / consolidacion viciosa / injerto de huesos.",15476,93
EXPERTA ART,258,5017,Acromioplastia,13656,92
EXPERTA ART,258,6379,"Reseccion de clavicula o acromion, acromioplastia",14615,92
EXPERTA ART,258,5018,Acupuntura por sesion,14845,89
EXPERTA ART,258,5019,"Acupuntura, acupuntura laser o electroacupuntura, por sesion, maximo 6",14846,89
EXPERTA ART,258,5021,Adenomastectomia unilateral,13657,92
EXPERTA ART,258,5023,Adrenalectomia unilateral,13658,94
EXPERTA ART,258,5574,Embolizacion o alcoholizacion coronaria,14040,93
EXPERTA ART,258,5024,Alcoholizacion o fenolizacion de dos nervios perifericos,14847,91
EXPERTA ART,258,5025,Alcoholizacion o fenolizacion de mas de dos nervios perifericos,14848,92
EXPERTA ART,258,5026,Alcoholizacion o fenolizacion de par craneal (no V par),14849,93
EXPERTA ART,258,5028,Alcoholizacion o fenolizacion de rama secundaria de par craneal,14850,92
EXPERTA ART,258,5032,"Alcoholizacion o fenolizacion peridural, cervical, dorsal o lumbar",14851,94
EXPERTA ART,258,5035,Alcoholizacion o fenolizacion rama primaria de V par,14852,94
EXPERTA ART,258,5036,"Alcoholizacion o fenolizacion subaracnoidea cervical, dorsal o lumbar",14853,95
EXPERTA ART,258,5037,Amigdalectomia y/o adenoidectomia,13659,92
EXPERTA ART,258,5038,Amigdalectomia y/o adenoidectomia por radiofrecuencia,13660,93
EXPERTA ART,258,5827,Hemorragia post-adeno-amigdalectomia,14226,91
EXPERTA ART,258,6400,Reseccion de resto de amigdalectomia y/o resto de adeno-amigdalectomia,14630,91
EXPERTA ART,258,7609,Amigdalectomia  mas septumplastia,15508,94
EXPERTA ART,258,7610,Amigdalectomia  mas miringoplastia,15509,94
EXPERTA ART,258,7611,Amigdalectomia  mas colocacion de TTT,15510,94
EXPERTA ART,258,7529,Amigdalectomia  mas septumplastia mas colocacion de TTT,15511,95
EXPERTA ART,258,7530,Amigdalectomia  mas septumplastia mas miringoplastia,15512,95
EXPERTA ART,258,5039,Amniocentesis,13662,90
EXPERTA ART,258,5041,Amputacion de antebrazo,13663,95
EXPERTA ART,258,5042,Amputacion de brazo,13664,95
EXPERTA ART,258,5043,Amputacion de cuello como unico procedimiento,13665,90
EXPERTA ART,258,5044,Amputacion de dedo,13666,90
EXPERTA ART,258,5045,Amputacion de hasta 2 dedos del pie,13667,90
EXPERTA ART,258,5046,Amputacion de mano,13668,95
EXPERTA ART,258,5047,Amputacion de mas de 2 dedos del pie,13669,91
EXPERTA ART,258,5048,Amputacion de mas de 3 dedos,13670,91
EXPERTA ART,258,5049,Amputacion de menos de 3 dedos,13671,90
EXPERTA ART,258,5050,"Amputacion de muslo, pie o antepie",13672,92
EXPERTA ART,258,5053,Amputacion de pierna (supracondilea),13673,92
EXPERTA ART,258,5054,Amputacion inter-ilio-abdominal,13674,95
EXPERTA ART,258,5055,Amputacion inter-ilio-femoral,13675,94
EXPERTA ART,258,5056,Amputacion parcial o total de pene,13676,92
EXPERTA ART,258,5997,Mastectomia unilateral (amputacion simple de mama),14358,92
EXPERTA ART,258,5051,Amputacion de oreja,14854,91
EXPERTA ART,258,5462,Crioneurolisis de neuroma de amputacion,14955,92
EXPERTA ART,258,5040,Amputacion abdomino-perineal (operacion de Miles o similares) (se reseca recto y ano y se deja colosto- mia definitiva en FII),15359,95
EXPERTA ART,258,5052,Amputacion de pie,15473,92
EXPERTA ART,258,8500,"Analgesia peridural, lumbar o toracica, colocacion de cateter, puesta en marcha de la infusion. Dia 0",66589,92
EXPERTA ART,258,8503,"Analgesia peridural continua, con bomba, control dias subsiguientes a la colocacion. Hasta 72 hs. Por dia.",69333,90
EXPERTA ART,258,8504,"Analgesia peridural continua, sin bomba, control dias subsiguientes a la colocacion. Hasta 72 hs. Por dia.",69334,89
EXPERTA ART,258,8505,"Analgesia intratecal, controles dias subsiguientes. Por dia (hasta 48 hs)",69355,91
EXPERTA ART,258,8506,"Analgesia intratecal, dosis unica, colocacion",69356,91
EXPERTA ART,258,8516,"Analgesia sistemica continua, sin PCA, instalacion y puesta en marcha",69366,90
EXPERTA ART,258,8533,Control diario de analgesia sistemica sin bomba de infusion por dia,69383,90
EXPERTA ART,258,5057,Analgesia / anestesia raquidea o peridural en periodo expulsivo,13677,92
EXPERTA ART,258,5061,"Analgesia regional continua , primer dia cateter. Incluye colocacion de",14855,92
EXPERTA ART,258,5062,Analgesia regional continua c/24 hs o fraccion siguiente,14856,89
EXPERTA ART,258,5066,Analgesia regional continua con colocacion de cateter: 1ras 24 hs o fraccion siguiente,14857,91
EXPERTA ART,258,5067,"Analgesia regional continua, dias siguientes, por dia",14858,89
EXPERTA ART,258,5069,Analgesia regional por bloqueo subaracnoideo con fenol o similar,14859,90
EXPERTA ART,258,5077,Anestesia o sedacion-analgesia para fenolizacion de plexo vegetativo,14860,91
EXPERTA ART,258,5078,Anestesia o sedacion-analgesia para termolesion por rf,14861,92
EXPERTA ART,258,5143,Barbotaje de liquido cefaloraquideo / crioanalgesia,14873,90
EXPERTA ART,258,5220,"Bloqueo periferico para analgesia postquirurgica: interescalencio, infraclavicular, femoral, ciatico, etc.",14905,91
EXPERTA ART,258,6012,"Medicacion sistemica antalgica (neuroleptoanalgesia, agripnianalgesia): 1ras 24 hs o fraccion",15051,90
EXPERTA ART,258,6013,"Medicacion sistemica antalgica (neuroleptoanalgesia, agripnianalgesia): c/24hs o fraccion sig.",15204,89
EXPERTA ART,258,5059,Analgesia continua sistemica con o sin Pca. Controles,15208,89
EXPERTA ART,258,5064,"Analgesia regional continua con bomba de infusion para SDRC, (DSR) dias subsiguientes",15212,89
EXPERTA ART,258,5076,"Anestesia o sedacion-analgesia para bloqueos diagnosticos, corticoides",15216,90
EXPERTA ART,258,5058,Analgesia continua sistemica con o sin Pca. instalacion y primer dia de tratamiento,15218,90
EXPERTA ART,258,5879,Implante de cateter tunelizado para analgesia postop. o de corta duracion,15250,91
EXPERTA ART,258,5063,"Analgesia regional continua con bomba de infusion para SDRC, (DSR) colocacion y primer dia",15251,92
EXPERTA ART,258,7518,Adesiolisis radicular segun Raez. No incluye honorarios por analgesia,15281,95
EXPERTA ART,258,5060,Analgesia durante el trabajo de parto (peridural continua o perfusion de remifentanilo) menos de 90 minutos,15403,92
EXPERTA ART,258,5070,Anastomosis bilio-digestiva con o sin colecistectomia,13678,94
EXPERTA ART,258,5071,Anastomosis de conducto deferente,13679,90
EXPERTA ART,258,5072,Anastomosis pancreato-digestiva,13680,93
EXPERTA ART,258,5073,Anastomosis porto-cava o espleno-renal,13681,95
EXPERTA ART,258,5074,Anastomosis termino-terminal,13682,92
EXPERTA ART,258,5075,Anastomosis uretero-sigmoidea,13683,93
EXPERTA ART,258,5358,Coledoco-duodeno-anastomosis,13878,93
EXPERTA ART,258,5428,"Correccion de fistula biliar con anastomosis bilio-digestiva, con o sin colecistectomia",13930,94
EXPERTA ART,258,5479,Dacrio-cistorrinoanastomosis,13963,93
EXPERTA ART,258,5769,Fistula uretero-vaginal con anastomosis uretero-vesical,14183,94
EXPERTA ART,258,5774,Fistula vesico-utero-vaginal con anastomosis uretero-intestinal,14188,94
EXPERTA ART,258,5801,Gastroenteroanastomosis,14203,93
EXPERTA ART,258,5916,Injerto y/o anastomosis facial / hipogloso o similar,14294,92
